Id,day,TotalSteps,TotalMinutesAsleep,avg_hr,min_hr,load
892,2026-01-09,7032,468,80.625,52.0,1.0
892,2026-01-10,4148,471,66.36363636363636,48.0,0.0
892,2026-01-11,4280,479,65.375,45.0,0.0
892,2026-01-12,7154,477,79.9047619047619,52.0,0.0
892,2026-01-13,7014,479,78.43478260869566,49.0,2.0
892,2026-01-14,6704,467,78.54166666666667,49.0,1.0
892,2026-01-15,6681,470,78.45833333333333,50.0,1.0
892,2026-01-16,6489,469,76.20833333333333,49.0,2.0
892,2026-01-17,4137,480,64.83333333333333,43.0,0.0
892,2026-01-18,4208,467,66.47826086956522,45.0,0.0
892,2026-01-19,7482,469,82.77272727272727,51.0,1.0
892,2026-01-20,7472,471,84.45,52.0,1.0
892,2026-01-21,6884,459,79.0,49.0,2.0
892,2026-01-22,6837,468,78.0,52.0,1.0
892,2026-01-23,6677,467,77.68181818181819,49.0,0.0
892,2026-01-24,4067,487,65.68181818181819,47.0,0.0
892,2026-01-25,4084,474,64.45454545454545,45.0,0.0
892,2026-01-26,6492,468,78.08333333333333,50.0,2.0
892,2026-01-27,7002,471,80.34782608695652,52.0,2.0
892,2026-01-28,7320,453,81.26086956521739,53.0,2.0
892,2026-01-29,8006,459,87.27272727272727,54.0,2.0
892,2026-01-30,7715,461,84.5909090909091,53.0,1.0
892,2026-01-31,4539,491,68.95833333333333,47.0,0.0
892,2026-02-01,4534,466,66.8695652173913,46.0,0.0
892,2026-02-02,7247,467,80.69565217391305,51.0,2.0
892,2026-02-03,7307,469,60.0,56.0,2.0
893,2026-01-05,8475,414,92.75,64.0,1.0
893,2026-01-06,7950,412,90.04761904761905,64.0,1.0
893,2026-01-07,7876,415,91.31818181818181,63.0,2.0
893,2026-01-08,7838,425,89.47826086956522,63.0,2.0
893,2026-01-09,7649,432,90.17391304347827,61.0,2.0
893,2026-01-10,4699,426,77.78260869565217,58.0,0.0
893,2026-01-11,5113,441,79.26086956521739,59.0,0.0
893,2026-01-12,8033,403,91.91304347826087,64.0,2.0
893,2026-01-13,7449,425,88.36363636363636,63.0,0.0
893,2026-01-14,7667,423,91.23809523809524,59.0,2.0
893,2026-01-15,7734,433,89.41666666666667,62.0,2.0
893,2026-01-16,7873,413,90.25,62.0,1.0
893,2026-01-17,4834,433,77.625,60.0,0.0
893,2026-01-18,5093,430,78.08695652173913,57.0,0.0
893,2026-01-19,8194,418,91.25,62.0,2.0
893,2026-01-20,8377,419,92.65,60.0,0.0
893,2026-01-21,7616,415,88.83333333333333,62.0,2.0
893,2026-01-22,7377,427,86.83333333333333,58.0,0.0
893,2026-01-23,7414,427,87.21739130434783,60.0,2.0
893,2026-01-24,5030,432,79.08695652173913,61.0,0.0
893,2026-01-25,5039,429,78.70833333333333,58.0,0.0
893,2026-01-26,9048,424,94.04166666666667,61.0,0.0
893,2026-01-27,8517,403,92.5,62.0,0.0
893,2026-01-28,8709,416,93.36363636363636,63.0,2.0
893,2026-01-29,8567,415,92.95833333333333,62.0,2.0
893,2026-01-30,8908,422,96.47826086956522,66.0,1.0
893,2026-01-31,5278,427,78.91304347826087,59.0,0.0
893,2026-02-01,4887,419,76.73913043478261,57.0,0.0
893,2026-02-02,7964,422,89.33333333333333,59.0,1.0
893,2026-02-03,7724,419,69.0,66.0,2.0
894,2026-01-05,9221,431,80.43478260869566,52.0,1.0
894,2026-01-06,9390,443,80.0,52.0,2.0
894,2026-01-07,9197,429,78.82608695652173,54.0,2.0
894,2026-01-08,9440,433,77.41666666666667,48.0,1.0
894,2026-01-09,8881,414,77.57142857142857,49.0,2.0
894,2026-01-10,5345,436,64.26086956521739,46.0,0.0
894,2026-01-11,5534,444,64.08695652173913,45.0,0.0
894,2026-01-12,8347,422,73.875,49.0,0.0
894,2026-01-13,9001,427,79.26086956521739,49.0,1.0
894,2026-01-14,9297,418,80.5909090909091,52.0,2.0
894,2026-01-15,9503,426,78.91666666666667,49.0,1.0
894,2026-01-16,10213,420,83.17391304347827,53.0,2.0
894,2026-01-17,6342,435,67.94736842105263,49.0,0.0
894,2026-01-18,6039,430,66.4090909090909,44.0,0.0
894,2026-01-19,10638,426,82.6086956521739,52.0,2.0
894,2026-01-20,10333,421,81.95833333333333,50.0,2.0
894,2026-01-21,9781,426,80.29166666666667,49.0,1.0
894,2026-01-22,9220,425,77.95454545454545,48.0,2.0
894,2026-01-23,9472,412,77.15,51.0,2.0
894,2026-01-24,5747,445,66.70833333333333,49.0,0.0
894,2026-01-25,6212,435,66.77272727272727,47.0,0.0
894,2026-01-26,9997,426,80.54166666666667,48.0,1.0
894,2026-01-27,9802,435,80.08695652173913,53.0,2.0
894,2026-01-28,8979,422,79.22727272727273,53.0,0.0
894,2026-01-29,10240,437,82.04347826086956,51.0,2.0
894,2026-01-30,10733,430,84.625,52.0,2.0
894,2026-01-31,6014,454,68.43478260869566,49.0,0.0
894,2026-02-01,6337,446,67.0,49.0,0.0
894,2026-02-02,9864,411,79.25,50.0,2.0
894,2026-02-03,9333,431,60.0,57.0,2.0
895,2026-01-05,11894,445,91.43478260869566,63.0,2.0
895,2026-01-06,11505,438,89.70833333333333,60.0,2.0
895,2026-01-07,10818,444,86.41666666666667,60.0,2.0
895,2026-01-08,10907,446,88.0,58.0,1.0
895,2026-01-09,10703,455,87.04545454545455,57.0,1.0
895,2026-01-10,5650,478,71.5,53.0,0.0
895,2026-01-11,5732,455,71.26086956521739,52.0,0.0
895,2026-01-12,11139,464,88.30434782608695,60.0,1.0
895,2026-01-13,10646,451,85.30434782608695,55.0,1.0
895,2026-01-14,9831,438,85.78260869565217,59.0,0.0
895,2026-01-15,10225,469,86.47826086956522,57.0,2.0
895,2026-01-16,9313,440,81.3913043478261,57.0,1.0
895,2026-01-17,6313,465,72.75,51.0,0.0
895,2026-01-18,6718,456,74.34782608695652,52.0,0.0
895,2026-01-19,10656,432,86.75,56.0,1.0
895,2026-01-20,11027,458,87.52380952380952,59.0,2.0
895,2026-01-21,10417,460,86.04347826086956,58.0,0.0
895,2026-01-22,11306,446,88.54166666666667,57.0,1.0
895,2026-01-23,10604,454,84.9090909090909,58.0,0.0
895,2026-01-24,6388,471,74.125,51.0,0.0
895,2026-01-25,6565,467,74.36363636363636,56.0,0.0
895,2026-01-26,10358,449,85.26086956521739,58.0,2.0
895,2026-01-27,10353,455,85.26086956521739,60.0,1.0
895,2026-01-28,10311,446,86.61904761904762,55.0,0.0
895,2026-01-29,10846,443,87.54545454545455,59.0,0.0
895,2026-01-30,11980,449,90.3913043478261,60.0,0.0
895,2026-01-31,7880,466,76.27272727272727,54.0,0.0
895,2026-02-01,8004,452,77.54166666666667,56.0,0.0
895,2026-02-02,13112,431,94.4090909090909,60.0,2.0
895,2026-02-03,13549,443,70.0,66.0,1.0
896,2026-01-05,9121,437,81.45833333333333,50.0,2.0
896,2026-01-06,10472,450,85.54166666666667,53.0,2.0
896,2026-01-07,10795,442,86.31818181818181,52.0,0.0
896,2026-01-08,11275,458,91.3,58.0,1.0
896,2026-01-09,11465,439,89.95652173913044,56.0,2.0
896,2026-01-10,6544,447,71.41666666666667,50.0,0.0
896,2026-01-11,6174,459,69.36363636363636,51.0,0.0
896,2026-01-12,9898,448,82.8695652173913,52.0,2.0
896,2026-01-13,9552,441,82.70833333333333,56.0,0.0
896,2026-01-14,9705,454,84.375,55.0,1.0
896,2026-01-15,9180,442,80.69565217391305,54.0,2.0
896,2026-01-16,9794,448,83.65,53.0,1.0
896,2026-01-17,5689,481,66.95238095238095,46.0,0.0
896,2026-01-18,5688,467,71.21739130434783,51.0,0.0
896,2026-01-19,8726,463,78.34782608695652,52.0,2.0
896,2026-01-20,9060,455,82.80952380952381,52.0,2.0
896,2026-01-21,9450,443,81.25,53.0,2.0
896,2026-01-22,8916,454,80.08695652173913,51.0,1.0
896,2026-01-23,9518,446,83.875,53.0,1.0
896,2026-01-24,5743,462,68.08695652173913,48.0,0.0
896,2026-01-25,5662,455,67.13636363636364,50.0,0.0
896,2026-01-26,9994,442,83.625,53.0,1.0
896,2026-01-27,9943,451,85.18181818181819,54.0,2.0
896,2026-01-28,9287,456,82.8695652173913,54.0,2.0
896,2026-01-29,9710,439,84.43478260869566,55.0,2.0
896,2026-01-30,10318,439,85.08695652173913,53.0,2.0
896,2026-01-31,5568,466,67.91666666666667,48.0,0.0
896,2026-02-01,5586,471,69.0,52.0,0.0
896,2026-02-02,10076,441,83.63636363636364,53.0,0.0
896,2026-02-03,10032,441,61.0,56.0,1.0
897,2026-01-05,13318,502,91.69565217391305,62.0,1.0
897,2026-01-06,13229,503,92.0,62.0,2.0
897,2026-01-07,12313,482,88.95833333333333,64.0,1.0
897,2026-01-08,13162,475,91.68181818181819,64.0,1.0
897,2026-01-09,12573,485,89.56521739130434,66.0,1.0
897,2026-01-10,7267,513,78.27272727272727,60.0,0.0
897,2026-01-11,7640,505,77.21739130434783,56.0,0.0
897,2026-01-12,11424,506,87.95833333333333,64.0,2.0
897,2026-01-13,12801,489,91.08333333333333,63.0,1.0
897,2026-01-14,12735,483,90.625,64.0,1.0
897,2026-01-15,14418,491,95.43478260869566,64.0,2.0
897,2026-01-16,12904,478,90.63636363636364,64.0,1.0
897,2026-01-17,8604,505,78.28571428571429,59.0,0.0
897,2026-01-18,8641,513,81.66666666666667,63.0,0.0
897,2026-01-19,13939,483,93.95454545454545,67.0,2.0
897,2026-01-20,13671,471,93.20833333333333,66.0,1.0
897,2026-01-21,12409,494,91.77272727272727,63.0,2.0
897,2026-01-22,12426,488,90.1304347826087,62.0,1.0
897,2026-01-23,13797,491,92.79166666666667,63.0,1.0
897,2026-01-24,7679,509,78.33333333333333,59.0,0.0
897,2026-01-25,8254,508,78.33333333333333,60.0,0.0
897,2026-01-26,13034,492,91.77272727272727,63.0,2.0
897,2026-01-27,14410,477,94.79166666666667,65.0,1.0
897,2026-01-28,14183,479,93.27272727272727,67.0,2.0
897,2026-01-29,14189,505,93.70833333333333,64.0,2.0
897,2026-01-30,13069,494,91.21739130434783,63.0,2.0
897,2026-01-31,8136,511,79.0,59.0,0.0
897,2026-02-01,7882,503,79.2,61.0,0.0
897,2026-02-02,14179,474,93.1304347826087,63.0,2.0
897,2026-02-03,16085,472,76.0,72.0,0.0
898,2026-01-05,7658,485,90.34782608695652,62.0,1.0
898,2026-01-06,7815,468,91.04545454545455,61.0,1.0
898,2026-01-07,7626,476,89.65217391304348,61.0,1.0
898,2026-01-08,7356,487,90.81818181818181,58.0,0.0
898,2026-01-09,7720,484,90.5909090909091,62.0,2.0
898,2026-01-10,4536,483,75.69565217391305,58.0,0.0
898,2026-01-11,4428,476,74.625,53.0,0.0
898,2026-01-12,7570,478,89.3913043478261,61.0,2.0
898,2026-01-13,7333,472,89.25,62.0,1.0
898,2026-01-14,6962,472,86.0,59.0,2.0
898,2026-01-15,7417,468,88.17391304347827,61.0,2.0
898,2026-01-16,7373,484,87.91304347826087,60.0,2.0
898,2026-01-17,4382,489,75.41666666666667,57.0,0.0
898,2026-01-18,4600,478,76.04761904761905,56.0,0.0
898,2026-01-19,8240,484,92.875,61.0,2.0
898,2026-01-20,7789,476,89.9090909090909,58.0,2.0
898,2026-01-21,8201,471,92.04166666666667,60.0,2.0
898,2026-01-22,7966,480,91.86363636363636,62.0,2.0
898,2026-01-23,7758,484,91.13636363636364,63.0,2.0
898,2026-01-24,4439,513,73.66666666666667,54.0,0.0
898,2026-01-25,4825,475,77.45454545454545,57.0,0.0
898,2026-01-26,7347,482,88.95833333333333,60.0,2.0
898,2026-01-27,7824,478,90.57142857142857,62.0,2.0
898,2026-01-28,7653,481,89.875,60.0,2.0
898,2026-01-29,7885,485,92.28571428571429,64.0,1.0
898,2026-01-30,7527,469,89.08695652173913,62.0,1.0
898,2026-01-31,4618,487,76.56521739130434,57.0,0.0
898,2026-02-01,4532,490,76.16666666666667,57.0,0.0
898,2026-02-02,7187,473,87.65217391304348,58.0,2.0
898,2026-02-03,8516,469,72.0,68.0,1.0
899,2026-01-05,10592,376,81.04545454545455,50.0,2.0
899,2026-01-06,9515,388,77.22727272727273,47.0,2.0
899,2026-01-07,10267,361,79.91304347826087,52.0,2.0
899,2026-01-08,9550,379,78.0,52.0,2.0
899,2026-01-09,10143,380,79.73913043478261,52.0,1.0
899,2026-01-10,5750,393,65.125,47.0,0.0
899,2026-01-11,6295,387,67.65217391304348,49.0,0.0
899,2026-01-12,9606,386,77.83333333333333,50.0,1.0
899,2026-01-13,10090,384,81.95454545454545,54.0,1.0
899,2026-01-14,11095,370,82.61904761904762,53.0,2.0
899,2026-01-15,11396,374,84.79166666666667,54.0,1.0
899,2026-01-16,10553,367,81.5909090909091,53.0,1.0
899,2026-01-17,5912,388,66.5,49.0,0.0
899,2026-01-18,6400,395,66.9090909090909,46.0,0.0
899,2026-01-19,10827,368,81.4,52.0,0.0
899,2026-01-20,10363,388,82.17391304347827,53.0,2.0
899,2026-01-21,11398,384,84.5,54.0,2.0
899,2026-01-22,12021,365,85.27272727272727,55.0,2.0
899,2026-01-23,13870,363,92.34782608695652,55.0,1.0
899,2026-01-24,8627,370,76.36363636363636,52.0,0.0
899,2026-01-25,8658,383,74.58333333333333,47.0,0.0
899,2026-01-26,17546,364,103.33333333333333,59.0,0.0
899,2026-01-27,20741,345,114.58333333333333,62.0,1.0
899,2026-01-28,21649,346,116.45833333333333,64.0,2.0
899,2026-01-29,23661,332,117.41666666666667,63.0,1.0
899,2026-01-30,25077,324,118.27272727272727,66.0,0.0
899,2026-01-31,16276,359,99.65217391304348,57.0,0.0
899,2026-02-01,16179,356,98.78260869565217,60.0,0.0
899,2026-02-02,31922,316,125.91666666666667,71.0,0.0
899,2026-02-03,31796,300,90.0,88.0,1.0
900,2026-01-05,6815,371,83.95833333333333,54.0,1.0
900,2026-01-06,6409,371,82.27272727272727,54.0,2.0
900,2026-01-07,5953,363,79.79166666666667,54.0,1.0
900,2026-01-08,6734,373,81.5909090909091,52.0,0.0
900,2026-01-09,6561,375,81.91666666666667,53.0,0.0
900,2026-01-10,3939,385,68.04545454545455,49.0,0.0
900,2026-01-11,3837,391,68.54166666666667,51.0,0.0
900,2026-01-12,6941,365,85.0909090909091,51.0,2.0
900,2026-01-13,7000,360,82.95652173913044,53.0,2.0
900,2026-01-14,6618,381,83.22727272727273,55.0,2.0
900,2026-01-15,7066,376,84.33333333333333,53.0,2.0
900,2026-01-16,6631,349,84.47826086956522,53.0,1.0
900,2026-01-17,4050,371,68.30434782608695,50.0,0.0
900,2026-01-18,3856,372,68.4090909090909,51.0,0.0
900,2026-01-19,6598,369,82.3913043478261,54.0,2.0
900,2026-01-20,6344,371,80.43478260869566,54.0,0.0
900,2026-01-21,6748,370,81.78260869565217,54.0,1.0
900,2026-01-22,6573,378,82.625,54.0,2.0
900,2026-01-23,7347,367,83.78260869565217,53.0,2.0
900,2026-01-24,4309,368,69.63636363636364,52.0,0.0
900,2026-01-25,4494,379,71.52173913043478,48.0,0.0
900,2026-01-26,7082,362,84.65217391304348,53.0,1.0
900,2026-01-27,7274,364,85.21739130434783,56.0,2.0
900,2026-01-28,7460,377,86.20833333333333,56.0,2.0
900,2026-01-29,7273,357,85.5,54.0,2.0
900,2026-01-30,7288,354,84.5,52.0,2.0
900,2026-01-31,7581,361,88.13636363636364,57.0,0.0
900,2026-02-01,8076,364,88.3913043478261,55.0,0.0
900,2026-02-02,13346,336,115.65217391304348,64.0,0.0
900,2026-02-03,7577,360,63.0,61.0,1.0
901,2026-01-05,11414,399,102.23809523809524,76.0,1.0
901,2026-01-06,11843,415,104.5,76.0,2.0
901,2026-01-07,12066,409,104.20833333333333,75.0,1.0
901,2026-01-08,11883,393,103.86363636363636,76.0,2.0
901,2026-01-09,11470,425,102.16666666666667,75.0,2.0
901,2026-01-10,6652,430,89.33333333333333,72.0,0.0
901,2026-01-11,7025,426,89.9047619047619,71.0,0.0
901,2026-01-12,12602,401,107.52380952380952,75.0,1.0
901,2026-01-13,12634,419,107.5909090909091,76.0,1.0
901,2026-01-14,12917,400,106.4090909090909,74.0,2.0
901,2026-01-15,12579,404,106.17391304347827,77.0,1.0
901,2026-01-16,11624,411,102.75,74.0,1.0
901,2026-01-17,7289,429,91.375,73.0,0.0
901,2026-01-18,7644,409,90.31818181818181,68.0,0.0
901,2026-01-19,13129,418,108.36363636363636,79.0,2.0
901,2026-01-20,12758,405,107.0,78.0,1.0
901,2026-01-21,12197,400,104.41666666666667,76.0,1.0
901,2026-01-22,11584,409,103.4090909090909,74.0,1.0
901,2026-01-23,11875,402,102.91304347826087,74.0,2.0
901,2026-01-24,7409,431,91.45833333333333,73.0,0.0
901,2026-01-25,7271,412,90.52173913043478,73.0,0.0
901,2026-01-26,12683,403,105.78260869565217,78.0,2.0
901,2026-01-27,12863,413,106.34782608695652,74.0,1.0
901,2026-01-28,12691,404,105.30434782608695,76.0,1.0
901,2026-01-29,12181,417,107.57142857142857,76.0,2.0
901,2026-01-30,12076,414,105.56521739130434,75.0,2.0
901,2026-01-31,7180,424,89.9090909090909,71.0,0.0
901,2026-02-01,6820,426,88.875,71.0,0.0
901,2026-02-02,11259,413,104.26086956521739,74.0,1.0
901,2026-02-03,10476,421,86.0,82.0,2.0
902,2026-01-05,11966,348,78.29166666666667,48.0,1.0
902,2026-01-06,11737,346,77.45454545454545,50.0,0.0
902,2026-01-07,11221,345,77.625,46.0,2.0
902,2026-01-08,11564,351,78.16666666666667,48.0,2.0
902,2026-01-09,11959,338,79.95652173913044,49.0,0.0
902,2026-01-10,7156,370,65.45833333333333,46.0,0.0
902,2026-01-11,7387,372,65.0,44.0,0.0
902,2026-01-12,11992,362,79.21739130434783,49.0,0.0
902,2026-01-13,11311,366,77.08333333333333,49.0,1.0
902,2026-01-14,11658,369,78.18181818181819,51.0,1.0
902,2026-01-15,12161,355,80.17391304347827,50.0,1.0
902,2026-01-16,12257,348,79.625,52.0,2.0
902,2026-01-17,7949,373,67.0,47.0,0.0
902,2026-01-18,7989,371,67.78260869565217,45.0,0.0
902,2026-01-19,12246,354,81.1304347826087,51.0,1.0
902,2026-01-20,12387,347,80.34782608695652,48.0,1.0
902,2026-01-21,13130,360,83.72727272727273,50.0,2.0
902,2026-01-22,13656,355,83.66666666666667,51.0,0.0
902,2026-01-23,14228,355,84.82608695652173,52.0,0.0
902,2026-01-24,9315,362,68.82608695652173,45.0,0.0
902,2026-01-25,11013,359,75.65217391304348,48.0,0.0
902,2026-01-26,21443,341,106.0,60.0,2.0
902,2026-01-27,19711,342,105.45,55.0,2.0
902,2026-01-28,20891,324,103.6086956521739,58.0,2.0
902,2026-01-29,22130,320,109.43478260869566,57.0,2.0
902,2026-01-30,25078,322,114.625,62.0,0.0
902,2026-01-31,15220,366,86.91304347826087,51.0,0.0
902,2026-02-01,17219,336,95.6086956521739,56.0,0.0
902,2026-02-02,31363,311,119.91304347826087,64.0,1.0
902,2026-02-03,30657,298,76.0,73.0,1.0
903,2026-01-05,10933,478,83.56521739130434,52.0,2.0
903,2026-01-06,10653,476,82.31818181818181,52.0,2.0
903,2026-01-07,10598,490,82.33333333333333,52.0,0.0
903,2026-01-08,10536,489,81.75,52.0,1.0
903,2026-01-09,10487,484,83.5909090909091,52.0,2.0
903,2026-01-10,6498,506,67.76190476190476,47.0,0.0
903,2026-01-11,6428,487,67.375,45.0,0.0
903,2026-01-12,10045,493,81.54545454545455,52.0,2.0
903,2026-01-13,10251,474,82.52173913043478,54.0,2.0
903,2026-01-14,9412,488,77.95833333333333,53.0,1.0
903,2026-01-15,10419,481,80.04347826086956,52.0,2.0
903,2026-01-16,10186,491,80.4,53.0,1.0
903,2026-01-17,6422,491,70.16666666666667,50.0,0.0
903,2026-01-18,6423,490,68.69565217391305,48.0,0.0
903,2026-01-19,10434,489,81.0,51.0,1.0
903,2026-01-20,10901,480,81.63636363636364,54.0,1.0
903,2026-01-21,10559,482,82.47826086956522,54.0,2.0
903,2026-01-22,10458,490,82.04166666666667,52.0,0.0
903,2026-01-23,10276,482,80.04347826086956,51.0,1.0
903,2026-01-24,6976,490,69.22727272727273,49.0,0.0
903,2026-01-25,6503,498,69.56521739130434,51.0,0.0
903,2026-01-26,9868,490,79.69565217391305,49.0,0.0
903,2026-01-27,10240,484,79.15,53.0,2.0
903,2026-01-28,10661,497,82.16666666666667,54.0,0.0
903,2026-01-29,10763,478,81.83333333333333,50.0,2.0
903,2026-01-30,10132,470,79.08695652173913,52.0,0.0
903,2026-01-31,6381,483,67.4090909090909,47.0,0.0
903,2026-02-01,6869,489,70.69565217391305,48.0,0.0
903,2026-02-02,11888,488,87.6086956521739,54.0,2.0
903,2026-02-03,11593,475,62.0,59.0,2.0
904,2026-01-05,5505,368,79.27272727272727,50.0,1.0
904,2026-01-06,5422,379,80.8695652173913,52.0,1.0
904,2026-01-07,5407,353,79.21739130434783,50.0,2.0
904,2026-01-08,5666,366,83.6086956521739,52.0,2.0
904,2026-01-09,5485,364,81.9090909090909,53.0,0.0
904,2026-01-10,3351,386,67.95652173913044,48.0,0.0
904,2026-01-11,3303,388,67.26086956521739,47.0,0.0
904,2026-01-12,5644,377,80.43478260869566,53.0,1.0
904,2026-01-13,5559,384,84.0,55.0,0.0
904,2026-01-14,5324,361,79.81818181818181,51.0,1.0
904,2026-01-15,5779,358,84.41666666666667,56.0,1.0
904,2026-01-16,5851,377,82.04166666666667,50.0,1.0
904,2026-01-17,3665,368,68.58333333333333,47.0,0.0
904,2026-01-18,3389,382,68.43478260869566,47.0,0.0
904,2026-01-19,5669,353,82.28571428571429,51.0,1.0
904,2026-01-20,5684,351,82.66666666666667,52.0,2.0
904,2026-01-21,5520,373,81.0,52.0,2.0
904,2026-01-22,5510,383,81.16666666666667,53.0,1.0
904,2026-01-23,5336,374,80.45833333333333,53.0,2.0
904,2026-01-24,2976,391,65.9090909090909,47.0,0.0
904,2026-01-25,2934,395,64.66666666666667,45.0,0.0
904,2026-01-26,4847,371,75.63636363636364,51.0,2.0
904,2026-01-27,4902,378,76.82608695652173,50.0,1.0
904,2026-01-28,5157,381,80.0,53.0,0.0
904,2026-01-29,5196,356,80.58333333333333,52.0,2.0
904,2026-01-30,5495,367,81.45454545454545,52.0,2.0
904,2026-01-31,3243,379,65.95833333333333,49.0,0.0
904,2026-02-01,3498,376,69.52631578947368,51.0,0.0
904,2026-02-02,5942,368,83.70833333333333,54.0,1.0
904,2026-02-03,5287,366,61.0,58.0,2.0
905,2026-01-05,9600,413,76.73913043478261,49.0,2.0
905,2026-01-06,9745,424,75.82608695652173,49.0,0.0
905,2026-01-07,8770,441,74.04166666666667,49.0,1.0
905,2026-01-08,8973,423,74.0909090909091,47.0,2.0
905,2026-01-09,9648,427,75.81818181818181,47.0,0.0
905,2026-01-10,5465,446,62.38095238095238,46.0,0.0
905,2026-01-11,5691,422,62.130434782608695,42.0,0.0
905,2026-01-12,10388,423,77.25,48.0,2.0
905,2026-01-13,10251,422,78.34782608695652,51.0,1.0
905,2026-01-14,9693,400,75.52173913043478,49.0,1.0
905,2026-01-15,10394,422,78.79166666666667,50.0,1.0
905,2026-01-16,10739,407,76.95238095238095,51.0,0.0
905,2026-01-17,6776,431,67.30434782608695,46.0,0.0
905,2026-01-18,6781,423,65.9090909090909,46.0,0.0
905,2026-01-19,11154,412,81.17391304347827,49.0,2.0
905,2026-01-20,11500,403,80.30434782608695,51.0,2.0
905,2026-01-21,10985,403,80.375,49.0,2.0
905,2026-01-22,10149,412,76.6086956521739,48.0,1.0
905,2026-01-23,10343,430,75.91304347826087,50.0,1.0
905,2026-01-24,5844,436,63.68181818181818,46.0,0.0
905,2026-01-25,6211,419,63.95454545454545,47.0,0.0
905,2026-01-26,10329,407,77.91666666666667,50.0,2.0
905,2026-01-27,9809,417,76.55,50.0,1.0
905,2026-01-28,9594,426,75.66666666666667,50.0,1.0
905,2026-01-29,9933,425,76.91304347826087,50.0,2.0
905,2026-01-30,10605,419,80.45833333333333,50.0,1.0
905,2026-01-31,7308,429,66.71428571428571,44.0,0.0
905,2026-02-01,8070,415,71.125,47.0,0.0
905,2026-02-02,15092,401,94.5,53.0,1.0
905,2026-02-03,15572,399,66.0,61.0,2.0
906,2026-01-05,7284,398,78.56521739130434,50.0,1.0
906,2026-01-06,6677,394,77.0,48.0,1.0
906,2026-01-07,7117,399,78.69565217391305,47.0,1.0
906,2026-01-08,7235,384,79.6086956521739,49.0,2.0
906,2026-01-09,7871,398,81.68181818181819,51.0,1.0
906,2026-01-10,4263,388,65.08695652173913,46.0,0.0
906,2026-01-11,4117,416,64.0909090909091,46.0,0.0
906,2026-01-12,6972,400,76.26086956521739,48.0,2.0
906,2026-01-13,7354,380,78.69565217391305,49.0,2.0
906,2026-01-14,7654,402,79.78260869565217,52.0,2.0
906,2026-01-15,7485,392,78.9047619047619,51.0,1.0
906,2026-01-16,7346,407,77.85714285714286,50.0,1.0
906,2026-01-17,4283,416,64.95652173913044,48.0,0.0
906,2026-01-18,4420,414,66.04545454545455,46.0,0.0
906,2026-01-19,7369,397,78.58333333333333,50.0,2.0
906,2026-01-20,6942,408,76.47826086956522,48.0,2.0
906,2026-01-21,6767,410,75.875,50.0,1.0
906,2026-01-22,6500,404,74.125,48.0,2.0
906,2026-01-23,7199,400,77.04347826086956,50.0,0.0
906,2026-01-24,4512,404,66.5909090909091,46.0,0.0
906,2026-01-25,4740,405,67.66666666666667,48.0,0.0
906,2026-01-26,8181,393,83.0,52.0,1.0
906,2026-01-27,7762,392,79.17391304347827,50.0,0.0
906,2026-01-28,7325,390,80.68181818181819,50.0,0.0
906,2026-01-29,7597,390,82.85714285714286,49.0,2.0
906,2026-01-30,6927,401,77.04545454545455,51.0,1.0
906,2026-01-31,4185,410,65.3913043478261,47.0,0.0
906,2026-02-01,4149,409,64.08333333333333,46.0,0.0
906,2026-02-02,6931,372,76.0952380952381,51.0,2.0
906,2026-02-03,7214,410,,,1.0
907,2026-01-05,9346,376,81.85714285714286,56.0,1.0
907,2026-01-06,9471,379,82.77272727272727,54.0,2.0
907,2026-01-07,9113,369,81.17391304347827,54.0,2.0
907,2026-01-08,9081,376,80.3913043478261,56.0,1.0
907,2026-01-09,9943,358,84.04347826086956,54.0,1.0
907,2026-01-10,5578,387,69.9090909090909,50.0,0.0
907,2026-01-11,5918,386,71.8,51.0,0.0
907,2026-01-12,9688,381,83.91666666666667,57.0,1.0
907,2026-01-13,9128,349,79.91304347826087,54.0,2.0
907,2026-01-14,9706,364,83.45833333333333,53.0,1.0
907,2026-01-15,10435,369,85.23809523809524,57.0,0.0
907,2026-01-16,10600,363,88.13636363636364,57.0,0.0
907,2026-01-17,6394,365,72.26086956521739,52.0,0.0
907,2026-01-18,6202,381,71.19047619047619,51.0,0.0
907,2026-01-19,9382,378,83.56521739130434,56.0,1.0
907,2026-01-20,10062,365,84.58333333333333,55.0,2.0
907,2026-01-21,9964,362,83.8695652173913,56.0,2.0
907,2026-01-22,9354,364,83.1304347826087,58.0,1.0
907,2026-01-23,8640,367,80.6086956521739,55.0,1.0
907,2026-01-24,5306,382,69.17391304347827,51.0,0.0
907,2026-01-25,5938,387,70.82608695652173,50.0,0.0
907,2026-01-26,10206,365,84.72727272727273,56.0,1.0
907,2026-01-27,9920,369,84.5909090909091,55.0,2.0
907,2026-01-28,9839,368,84.95652173913044,57.0,2.0
907,2026-01-29,10088,362,84.38095238095238,56.0,1.0
907,2026-01-30,10087,348,84.43478260869566,56.0,2.0
907,2026-01-31,6017,376,71.28571428571429,53.0,0.0
907,2026-02-01,5345,372,68.86363636363636,48.0,0.0
907,2026-02-02,9658,377,83.54545454545455,56.0,1.0
907,2026-02-03,9318,358,65.0,61.0,1.0
908,2026-01-05,5502,484,83.66666666666667,59.0,0.0
